V_BZNO|CONM|ETB_DT|COPR_OPNP_C|BZSCAL_C|EMPCN|STD_INDS_CFC|
1000002495|테스트2495|20020719|40|4|12|26329|
1000002496|테스트2496|20020716|30|6|9|46733|
1000002497|테스트2497|20020725|40|4|51|46800|
1000002498|테스트2498|20020725|40|4|12|46510|
1000002499|테스트2499|20020730|30|4|10|68122|
1000002500|테스트2500|20020801|21||420|22292|
1000002501|테스트2501|20020805|30||82|20423|
1000002502|테스트2502|20020809|40|4|7|45219|
1000002503|테스트2503|20020815|40|4|2|58113|
1000002504|테스트2504|20020801|30|4|43|46510|
1000002505|테스트2505|20020820|40|4|15|47713|
1000002506|테스트2506|20020902|40|4|49|75999|
1000002507|테스트2507|20020822|40|4|19|46510|
1000002508|테스트2508|20020916|30|4|145|52992|
1000002509|테스트2509|20020828|30|4|36|26429|
1000002510|테스트2510|20020829|30||2168|46420|
1000002511|테스트2511|20020901|40|4|6|46592|
1000002512|테스트2512|20020901|30|2|778|10902|
1000002513|테스트2513|20020902|91|4|28|46721|
1000002514|테스트2514|20020905|30|4|53|28519|
1000002515|테스트2515|20020912|40|4|9|46800|
1000002516|테스트2516|20020910|30|4|161|27199|
1000002517|테스트2517|20020905|40|4|21|46699|
1000002518|테스트2518|20020906|92|4|7|18111|
1000002519|테스트2519|20020909|30|2|5|46721|
1000002520|테스트2520|20021101|30||229|50112|
1000002521|테스트2521|20020906|30|4|253|68223|
1000002522|테스트2522|20020910|30|4|1|91121|
1000002523|테스트2523|20020914|40|5|17|29180|
1000002524|테스트2524|20020915|10|2|296|20495|
1000002525|테스트2525|20020918|40|5|13|46442|
1000002526|테스트2526|20021001|30|4|217|58222|
1000002527|테스트2527|20020923|40|4|2|46800|
1000002528|테스트2528|20021214|92|4|112|75310|
1000002529|테스트2529|20020926|30|4|110|72111|
1000002530|테스트2530|20021001|30|4|9|46800|
1000002531|테스트2531|20020930|40|4|38|46510|
1000002532|테스트2532|20021002|30||9|71531|
1000002533|테스트2533|20021002|40|4|16|58222|
1000002534|테스트2534|20021002|30|4|42|26410|
1000002535|테스트2535|20021002|40|5|24|14112|
1000002536|테스트2536|20021007|40|4|27|63991|
1000002537|테스트2537|20021101|30|4|41|76110|
1000002538|테스트2538|20020809|30|4|58|46510|
1000002539|테스트2539|20021008|40|4|10|46312|
1000002540|테스트2540|20021101|30||53|25993|
1000002541|테스트2541|20021009|40|4|47|27112|
1000002542|테스트2542|20021009|30|4|1|68112|
1000002543|테스트2543|20021230|30|4|295|74100|
1000002544|테스트2544|20021010|30|4|5|47231|
1000002545|테스트2545|20021015|30|4|5|58222|
1000002546|테스트2546|20021021|30|4|82|10111|
1000002547|테스트2547|20021021|30||114|14199|
1000002548|테스트2548|20021021|30||113|68122|
1000002549|테스트2549|20021202|40|4|35|46313|
1000002550|테스트2550|20021101|40|4|8|46329|
1000002551|테스트2551|20021102|30||516|47813|
1000002552|테스트2552|20021101|10|2|3100|47111|
1000002553|테스트2553|20021111|40|4|7|10511|
1000002554|테스트2554|20021107|30|4|69|62021|
1000002555|테스트2555|20021109|40|4|0|49212|
1000002556|테스트2556|20021112|30||133|52992|
1000002557|테스트2557|20021113|40|4|16|42492|
1000002558|테스트2558|20021211|40|4|17|42420|
1000002559|테스트2559|20021113|40|4|26|72129|
1000002560|테스트2560|20021114|40|4|27|59114|
1000002561|테스트2561|20021119|30|4|30|58222|
1000002562|테스트2562|20021122|40|4|2|68122|
1000002563|테스트2563|20021122|40|4|2|46741|
1000002564|테스트2564|20021125|30|4|186|26410|
1000002565|테스트2565|20021127|40|4|0|46800|
1000002566|테스트2566|20030801|40|4|0|46311|
1000002567|테스트2567|20021201|30||4500|75122|
1000002568|테스트2568|20021129|40|4|16|18119|
1000002569|테스트2569|20030101|40|4|5|46313|
1000002570|테스트2570|20021202|40|4|14|42500|
1000002571|테스트2571|20021204|30|4|21|46721|
1000002572|테스트2572|20021210|40|4|93|58222|
1000002573|테스트2573|20030101|40|4|0|29171|
1000002574|테스트2574|20021206|40|4|21|52992|
1000002575|테스트2575|20021210|40|4|19|46441|
1000002576|테스트2576|20021223|30|4|55|58222|
1000002577|테스트2577|20021218|30|4|26|91131|
1000002578|테스트2578|20030101|30|4|17|46539|
1000002579|테스트2579|20021220|40|4|25|58190|
1000002580|테스트2580|20021220|40|4|31|58119|
1000002581|테스트2581|20021223|40|4|14|62021|
1000002582|테스트2582|20030102|40|4|11|26529|
1000002583|테스트2583|20030115|40|4|4|46313|
1000002584|테스트2584|20030101|30||301|68223|
1000002585|테스트2585|20030103|40|4|9|46492|
1000002586|테스트2586|20030108|40|4|12|58221|
1000002587|테스트2587|20030101|10||215|24132|
1000002588|테스트2588|20030107|40|4|12|72129|
1000002589|테스트2589|20030107|40|8|9|13992|
1000002590|테스트2590|20030108|30|4|14|46611|
1000002591|테스트2591|20030109|30|4|32|41226|
1000002592|테스트2592|20030125|40|4|86|46312|
1000002593|테스트2593|20030111|40|4|52|42322|
1000002594|테스트2594|20030110|40|4|7|20313|
1000002595|테스트2595|20030111|40|4|6|47912|
1000002596|테스트2596|20030110|30||36|46595|
1000002597|테스트2597|20030110|30|4|14|71310|
1000002598|테스트2598|20030115|30|4|151|20321|
1000002599|테스트2599|20030114|21|2|366|58222|
1000002600|테스트2600|20030120|40|4|13|41119|
1000002601|테스트2601|20030124|40|4|4|46699|
1000002602|테스트2602|20030116|30||1325|56111|
1000002603|테스트2603|20030120|30|4|5|68112|
1000002604|테스트2604|20030122|40|4|20|41119|
1000002605|테스트2605|20030123|40|4|29|46315|
1000002606|테스트2606|20030122|40|5|0|42412|
1000002607|테스트2607|20030123|30|4|694|66201|
1000002608|테스트2608|20030304|30|4|11|85691|
1000002609|테스트2609|20030127|40|5|11|20432|
1000002610|테스트2610|20030128|30|4|5|46592|
1000002611|테스트2611|20030301|40|4|14|46742|
1000002612|테스트2612|20030205|30|4|13|68122|
1000002613|테스트2613|20030206|40|4|33|63991|
1000002614|테스트2614|20030210|40|4|0|17902|
1000002615|테스트2615|20030211|40|4|18|62010|
1000002616|테스트2616|20030401|30|4|48|75992|
1000002617|테스트2617|20030213|40|4|26|47912|
1000002618|테스트2618|20030213|40|4|12|75210|
1000002619|테스트2619|20030215|40|4|0|32029|
1000002620|테스트2620|20030217|40|4|11|52991|
1000002621|테스트2621|20030217|40|4|9|46595|
1000002622|테스트2622|20030303|40|4|583|75110|
1000002623|테스트2623|20030301|40|4|147|68212|
1000002624|테스트2624|20030221|40|4|20|46800|
1000002625|테스트2625|20030321|30|4|35|58222|
1000002626|테스트2626|20030222|40|4|18|52993|
1000002627|테스트2627|20030304|40|4|35|47859|
1000002628|테스트2628|20030222|21|4|89|14191|
1000002629|테스트2629|20030224|30||257|10129|
1000002630|테스트2630|20030302|40|4|1|75210|
1000002631|테스트2631|20030602|40|4|2|46311|
1000002632|테스트2632|20030227|91|4|4|20411|
1000002633|테스트2633|20030303|40|4|2|14499|
1000002634|테스트2634|20030308|40|4|4|46313|
1000002635|테스트2635|20030307|40|4|11|25112|
1000002636|테스트2636|20030308|30|4|164|42201|
1000002637|테스트2637|20030306|30|4|13|29221|
1000002638|테스트2638|20030315|40|4|8|46800|
1000002639|테스트2639|20030307|30|4|35|22223|
1000002640|테스트2640|20030303|40|4|11|58222|
1000002641|테스트2641|20030312|40|4|19|58222|
1000002642|테스트2642|20030313|40|5|7|33401|
1000002643|테스트2643|20030415|30|4|20|46311|
1000002644|테스트2644|20030317|40|4|4|46102|
1000002645|테스트2645|20030319|92|4|14|10611|
1000002646|테스트2646|20070625|40|4|14|46799|
1000002647|테스트2647|20030325|40|5|4|52991|
1000002648|테스트2648|20030324|30|4|204|58222|
1000002649|테스트2649|20030327|30|4|39|46441|
1000002650|테스트2650|20030401|30|2|995|72129|
1000002651|테스트2651|20030408|40|4|7|46105|
1000002652|테스트2652|20030408|30||31|46595|
1000002653|테스트2653|20030408|40|4|58|75310|
1000002654|테스트2654|20030415|40|4|12|46800|
1000002655|테스트2655|20030515|30|4|346|46464|
1000002656|테스트2656|20030416|40|4|7|72923|
1000002657|테스트2657|20030420|40|4|5|71531|
1000002658|테스트2658|20030417|40|4|6|63991|
1000002659|테스트2659|20030501|30|4|505|75999|
1000002660|테스트2660|20030423|40|4|16|46329|
1000002661|테스트2661|20030421|30|4|41|46510|
1000002662|테스트2662|20030501|30|4|75|58221|
1000002663|테스트2663|20030426|30|4|28|46465|
1000002664|테스트2664|20030501|30|4|114|58222|
1000002665|테스트2665|20060407|30|4|4|68121|
1000002666|테스트2666|20030502|40|4|36|25111|
1000002667|테스트2667|20030503|30|4|120|46331|
1000002668|테스트2668|20070307|40|4|1|10412|
1000002669|테스트2669|20030601|30|4|3|68111|
1000002670|테스트2670|20030515|40|4|5|46510|
1000002671|테스트2671|20030516|40|4|17|29223|
1000002672|테스트2672|20030516|40|5|9|29174|
1000002673|테스트2673|20030701|10||3294|51100|
1000002674|테스트2674|20030509|40|4|2|47911|
1000002675|테스트2675|20030521|30|4|141|63991|
1000002676|테스트2676|20030522|30|4|2|42121|
1000002677|테스트2677|20030528|40|4|4|58221|
1000002678|테스트2678|20030527|40|4|6|46313|
1000002679|테스트2679|20030602|40|4|2|13103|
1000002680|테스트2680|20030530|40|4|2|42312|
1000002681|테스트2681|20030616|40|4|12|32091|
1000002682|테스트2682|20030701|30|4|466|74100|
1000002683|테스트2683|20030601|30|4|29|10122|
1000002684|테스트2684|20030529|30|4|28|29133|
1000002685|테스트2685|20030529|40|4|21|72121|
1000002686|테스트2686|20030608|40|4|15|41121|
1000002687|테스트2687|20030530|40|8|0|46461|
1000002688|테스트2688|20030602|30|4|1|58222|
1000002689|테스트2689|20030603|40|4|15|41112|
1000002690|테스트2690|20030609|40|4|14|41229|
1000002691|테스트2691|20030610|30|4|132|62021|
1000002692|테스트2692|20030718|40||12|23322|
1000002693|테스트2693|20030611|30|2|26|63991|
1000002694|테스트2694|20030613|40|4|1|46595|
1000002695|테스트2695|20030701|30||720|75991|
1000002696|테스트2696|20030701|40|4|8|52992|
1000002697|테스트2697|20030701|40|4|11|52992|
1000002698|테스트2698|20030701|40|4|12|46313|
1000002699|테스트2699|20030620|40|4|2|13992|
1000002700|테스트2700|20030624|40|5|0|28909|
1000002701|테스트2701|20030624|30|4|19|76310|
1000002702|테스트2702|20030701|40|4|9|29171|
1000002703|테스트2703|20031209|30|4|96|63111|
1000002704|테스트2704|20030625|30||449|56111|
1000002705|테스트2705|20030701|40|4|13|47912|
1000002706|테스트2706|20030701|30|4|37|46521|
1000002707|테스트2707|20030628|40|4|4|29223|
1000002708|테스트2708|20030630|10||5463|22110|
1000002709|테스트2709|20030630|40|4|0|52991|
1000002710|테스트2710|20030701|30|4|34|26429|
1000002711|테스트2711|20060701|40|4|0|31991|
1000002712|테스트2712|20030703|40|4|7|46521|
1000002713|테스트2713|20030703|40|4|2|45219|
1000002714|테스트2714|20030702|40|5|4|46311|
1000002715|테스트2715|20030704|40|4|12|25999|
1000002716|테스트2716|20030704|40|4|18|58222|
1000002717|테스트2717|20030707|40|4|9|46800|
1000002718|테스트2718|20030709|40|4|12|71109|
1000002719|테스트2719|20030707|40|4|8|41111|
1000002720|테스트2720|20030710|40|4|46|58221|
1000002721|테스트2721|20030721|40|4|4|46800|
1000002722|테스트2722|20030701|40|4|18|52992|
1000002723|테스트2723|20030714|40|5|11|25995|
1000002724|테스트2724|20030801|40|4|9|33999|
1000002725|테스트2725|20030801|30||103|64992|
1000002726|테스트2726|20030807|30|4|165|42322|
1000002727|테스트2727|20030806|40|5|18|27192|
1000002728|테스트2728|20030808|40|4|13|42420|
1000002729|테스트2729|20030818|40|4|6|46731|
1000002730|테스트2730|20030901|30|4|94|10129|
1000002731|테스트2731|20040101|40|4|3|46312|
1000002732|테스트2732|20030820|30|4|85|46414|
1000002733|테스트2733|20030822|40|6|13|46732|
1000002734|테스트2734|20030825|30|4|17|46721|
1000002735|테스트2735|20030826|40|4|12|42412|
1000002736|테스트2736|20030828|40|4|14|42412|
1000002737|테스트2737|20030902|30|4|31|38110|
1000002738|테스트2738|20030901|40|4|6|46510|
1000002739|테스트2739|20091005|40|4|21|75992|
1000002740|테스트2740|20030905|40|4|0|71400|
1000002741|테스트2741|20030905|40|5|0|58221|
1000002742|테스트2742|20030909|40|5|0|47311|
1000002743|테스트2743|20030918|40|4|4|46313|
1000002744|테스트2744|20100201|40|4|24|41112|
1000002745|테스트2745|20030919|21|4|109|29180|
1000002746|테스트2746|20030925|40|4|0|46510|
1000002747|테스트2747|20030920|40|4|5|46510|
1000002748|테스트2748|20030925|30|4|70|26410|
1000002749|테스트2749|20030923|40|4|17|62090|
1000002750|테스트2750|20031001|40|4|2|14193|
1000002751|테스트2751|20031004|30|4|22|46442|
1000002752|테스트2752|20030930|40|4|3|46611|
1000002753|테스트2753|20031001|40|4|50|58222|
1000002754|테스트2754|20031001|30|4|41|25112|
1000002755|테스트2755|20031002|30|4|68|46522|
1000002756|테스트2756|20031008|30||148|46712|
1000002757|테스트2757|20031011|30|4|91|58222|
1000002758|테스트2758|20031010|40|4|0|46800|
1000002759|테스트2759|20031013|30||37|46721|
1000002760|테스트2760|20031017|30|4|10|46800|
1000002761|테스트2761|20031015|40|4|4|72129|
1000002762|테스트2762|20031001|30|2|993|45110|
1000002763|테스트2763|20031101|30|2|18|50112|
1000002764|테스트2764|20031029|40|4|47|42500|
1000002765|테스트2765|20031022|40|4|6|68122|
1000002766|테스트2766|20080401|40|4|12|75991|
1000002767|테스트2767|20031024|40|4|6|46594|
1000002768|테스트2768|20031029|40|4|0|60222|
1000002769|테스트2769|20031101|40|4|11|46413|
1000002770|테스트2770|20031103|40|4|7|30201|
1000002771|테스트2771|20031104|40|4|9|18122|
1000002772|테스트2772|20031105|40|4|8|46510|
1000002773|테스트2773|20031105|40|4|6|25112|
1000002774|테스트2774|20031106|40|4|13|58221|
1000002775|테스트2775|20051001|30|4|17|85614|
1000002776|테스트2776|20031111|30|4|146|27199|
1000002777|테스트2777|20031113|40|4|0|46311|
1000002778|테스트2778|20031116|40|4|14|42321|
1000002779|테스트2779|20031121|30||4|68112|
1000002780|테스트2780|20031201|30|4|35|20129|
1000002781|테스트2781|20031125|40|4|3|24199|
1000002782|테스트2782|20031126|40|4|0|75120|
1000002783|테스트2783|20131213|30|4|1|68112|
1000002784|테스트2784|20031204|40|4|56|10220|
1000002785|테스트2785|20031202|40|4|15|58221|
1000002786|테스트2786|20031205|92|4|15|46510|
1000002787|테스트2787|20031205|30|4|18|71310|
1000002788|테스트2788|20031208|30|2|71|61291|
1000002789|테스트2789|20031206|30||95|46311|
1000002790|테스트2790|20031210|40|4|10|25113|
1000002791|테스트2791|20031218|40|4|7|46203|
1000002792|테스트2792|20031211|30|2|328|66202|
1000002793|테스트2793|20031215|40|4|7|46699|
1000002794|테스트2794|20031215|21||204|58222|
1000002795|테스트2795|20040101|40|4|17|10309|
1000002796|테스트2796|20031217|40|4|0|46203|
1000002797|테스트2797|20040101|40|4|5|26421|
1000002798|테스트2798|20040101|40|4|0|15129|
1000002799|테스트2799|20031223|40|4|11|46451|
1000002800|테스트2800|20040106|30|4|15|30399|
1000002801|테스트2801|20031226|40|4|3|25113|
1000002802|테스트2802|20040108|40|4|0|76190|
1000002803|테스트2803|20040101|40|4|6|46417|
1000002804|테스트2804|20040102|30|4|12|10891|
1000002805|테스트2805|20040101|40|4|12|45211|
1000002806|테스트2806|20031229|40|4|18|72111|
1000002807|테스트2807|20040102|40|4|11|29177|
1000002808|테스트2808|20040101|30|4|102|26299|
1000002809|테스트2809|20031231|40|4|7|26511|
1000002810|테스트2810|20040101|30|2|440|68223|
1000002811|테스트2811|20040105|30|4|40|46510|
1000002812|테스트2812|20040102|30|6|369|68222|
1000002813|테스트2813|20040103|30|4|34|14194|
1000002814|테스트2814|20040106|40||19|46799|
1000002815|테스트2815|20070620|40|4|2|74211|
1000002816|테스트2816|20040107|40|4|9|46591|
1000002817|테스트2817|20040107|30|2|1373|58111|
1000002818|테스트2818|20040108|40|4|12|75995|
1000002819|테스트2819|20040112|40|4|5|46800|
1000002820|테스트2820|20040109|40|4|81|10603|
1000002821|테스트2821|20040114|30|4|95|45219|
1000002822|테스트2822|20040120|40|4|6|71392|
1000002823|테스트2823|20090624|30|4|23|68122|
1000002824|테스트2824|20040119|30|4|47|91121|
1000002825|테스트2825|20040116|40|4|10|42311|
1000002826|테스트2826|20040115|40|4|11|58221|
1000002827|테스트2827|20040115|30|4|25|58222|
1000002828|테스트2828|20040116|30|4|84|58222|
1000002829|테스트2829|20040119|21||152|85503|
1000002830|테스트2830|20040119|40|4|47|37011|
1000002831|테스트2831|20040120|40|4|19|13999|
1000002832|테스트2832|20040201|30|4|63|46499|
1000002833|테스트2833|20040202|30|4|47|22299|
1000002834|테스트2834|20100413|40|4|13|41111|
1000002835|테스트2835|20040205|21|6|461|26429|
1000002836|테스트2836|20040209|30|4|33|46721|
1000002837|테스트2837|20040223|40|4|8|42412|
1000002838|테스트2838|20040209|30||60|14199|
1000002839|테스트2839|20040211|40|4|20|58222|
1000002840|테스트2840|20040209|40|4|4|29171|
1000002841|테스트2841|20040211|40|4|8|46443|
1000002842|테스트2842|20040302|40|4|16|46441|
1000002843|테스트2843|20040216|40|4|4|46739|
1000002844|테스트2844|20090101|30|4|852|74100|
1000002845|테스트2845|20040220|21|6|511|14191|
1000002846|테스트2846|20050805|30|4|10|68112|
1000002847|테스트2847|20040303|40|4|34|56111|
1000002848|테스트2848|20040301|30|4|68|71310|
1000002849|테스트2849|20040226|30|4|5|46721|
1000002850|테스트2850|20040227|30|4|23|46590|
1000002851|테스트2851|20040302|40|4|25|10899|
1000002852|테스트2852|20040302|40|5|7|46699|
1000002853|테스트2853|20040303|40|4|10|33910|
1000002854|테스트2854|20040304|40|4|11|46311|
1000002855|테스트2855|20040304|40|4|13|46311|
1000002856|테스트2856|20040308|40|4|9|46311|
