V_BZNO|CRDEVL_PTTP_DSC_2021|LS_NICS_GRDC_2021|CRDEVL_PTTP_DSC_2022|LS_NICS_GRDC_2022|CRDEVL_PTTP_DSC_2023|LS_NICS_GRDC_2023|CRDEVL_PTTP_DSC_2024|LS_NICS_GRDC_2024|CRDEVL_PTTP_DSC_2025|LS_NICS_GRDC_2025|
1000004836|||15|8|13|9|13|10|13|12|
1000004837|12|5|12|6|12|12|12|13|12|13|
1000004838|15|8|15|8|13|6|13|8|||
1000004839|13|10|13|6|13|9|||12|14|
1000004840|13|7|13|8|13|7|||13|10|
1000004841|12|15|12|14|12|14|||||
1000004842|12|14|12|15|||||||
1000004843|12|5|12|9|12|10|12|10|13|7|
1000004844|13|7|13|6|||||||
1000004845|12|6|12|6|12|6|12|8|12|11|
1000004846|||12|10|12|10|12|16|12|16|
1000004847|13|17|||||||||
1000004848|13|8|||||||||
1000004849|||13|12|13|15|||||
1000004850|||||||||12|7|
1000004851|||||13|8|13|8|13|13|
1000004852|13|8|13|8|13|17|||||
1000004853|13|9|13|8|13|8|13|8|13|8|
1000004854|||||15|9|13|9|13|10|
1000004855|13|13|||||||||
1000004856|||||13|13|13|13|13|14|
1000004857|13|10|13|11|13|13|13|14|13|15|
1000004858|||||15|9|15|9|13|12|
1000004859|||||||||13|9|
1000004860|15|9|15|8|15|8|13|7|||
1000004861|11|5|11|5|11|5|11|5|11|5|
1000004863|||||13|8|||||
1000004864|11|6|11|5|11|4|11|4|11|4|
1000004866|15|7|13|9|13|9|13|13|13|11|
1000004867|13|13|13|8|13|10|13|10|13|9|
1000004868|15|11|15|10|15|10|13|13|13|12|
1000004869|12|15|12|17|||||||
1000004870|||||||13|13|13|13|
1000004871|||||13|11|13|14|13|14|
1000004872|12|8|12|10|12|10|12|6|12|10|
1000004873|15|10|15|11|15|12|13|13|13|11|
1000004874|||||||||13|12|
1000004875|13|8|13|8|13|8|||||
1000004876|13|17|||||||||
1000004877|||15|6|13|10|12|10|12|12|
1000004878|||13|8|13|9|13|10|13|10|
1000004879|||||13|11|13|10|13|10|
1000004880|||||13|17|||||
1000004881|||13|9|13|9|13|13|13|9|
1000004882|13|13|||||||||
1000004883|||||||||11|2|
1000004884|||||||||13|7|
1000004885|13|10|13|8|13|9|13|9|13|10|
1000004886|13|9|13|13|13|13|13|7|||
1000004887|13|8|13|8|13|8|13|8|13|8|
1000004888|12|5|12|4|12|4|12|4|12|5|
1000004889|13|8|13|9|13|8|12|8|12|8|
1000004890|13|13|13|13|13|12|13|11|13|10|
1000004891|13|10|13|9|||||||
1000004892|15|9|15|8|13|9|||13|9|
1000004893|||||||||12|9|
1000004894|13|11|13|13|13|11|13|15|||
1000004895|||||13|6|13|7|13|6|
1000004896|12|9|12|9|12|9|12|10|12|9|
1000004897|13|11|13|10|13|8|13|8|13|7|
1000004898|||12|6|11|8|11|7|12|6|
1000004899|||||||||12|10|
1000004900|12|4|12|7|12|5|12|13|12|13|
1000004901|||13|10|12|9|12|12|||
1000004902|11|5|11|5|11|5|11|5|11|5|
1000004903|15|9|15|9|15|9|15|7|13|11|
1000004904|||||||||11|15|
1000004905|||||13|10|13|17|||
1000004906|13|13|13|11|13|11|13|12|13|13|
1000004907|||||||13|7|13|12|
1000004908|12|14|||||||||
1000004910|15|7|13|7|13|6|||||
1000004911|13|9|13|11|13|12|13|12|13|12|
1000004912|13|13|13|14|||||||
1000004913|13|6|13|6|13|6|13|5|13|5|
1000004914|15|10|15|8|15|8|15|8|13|8|
1000004915|13|9|13|10|13|8|13|8|13|7|
1000004916|||13|13|||||||
1000004917|||||13|13|13|14|13|11|
1000004918|13|6|13|6|13|6|13|7|13|7|
1000004919|15|8|15|8|13|7|||||
1000004920|||15|6|15|10|13|12|13|12|
1000004921|||||||13|11|13|8|
1000004922|13|9|13|17|||||||
1000004923|||||||||13|7|
1000004924|||||||||||
1000004925|||||||||13|11|
1000004926|||13|6|||||||
1000004927|13|11|13|8|13|11|12|12|13|6|
1000004928|||||||||||
1000004929|15|11|13|11|13|12|13|13|13|17|
1000004930|13|8|13|9|13|8|13|12|13|10|
1000004931|11|7|11|6|11|7|11|7|11|6|
1000004932|11|7|11|7|11|7|11|7|11|8|
1000004933|13|9|12|9|12|13|12|13|12|13|
1000004934|11|5|11|4|11|3|11|3|11|3|
1000004935|15|8|15|8|13|8|13|10|13|11|
1000004936|15|9|13|10|13|13|13|14|13|17|
1000004937|||12|7|12|9|12|14|||
1000004938|||12|9|||||||
1000004939|13|7|13|6|13|6|||||
1000004940|||||15|7|13|8|13|8|
1000004941|13|11|||||||||
1000004942|||||||||||
1000004943|13|7|13|8|13|7|13|8|13|9|
1000004944|||||13|7|||||
1000004945|||||||||12|7|
1000004946|||||||15|8|13|8|
1000004947|||||15|8|15|9|13|9|
1000004948|||||15|9|13|8|13|10|
1000004949|||13|13|13|11|||13|12|
1000004950|||||||||13|10|
1000004951|||||13|11|13|13|13|13|
1000004952|13|9|13|12|||||||
1000004953|||||13|10|13|10|13|13|
1000004954|15|7|13|13|13|12|13|9|||
1000004955|15|10|13|12|13|12|13|12|13|10|
1000004956|13|13|13|13|13|13|13|13|13|14|
1000004957|15|8|13|13|13|17|||||
1000004958|||15|10|13|14|13|13|13|13|
1000004959|12|8|11|8|12|7|12|8|12|13|
1000004960|13|9|13|9|13|9|13|9|13|8|
1000004961|||12|9|||||||
1000004962|13|7|13|7|13|10|13|7|||
1000004963|||||13|8|13|9|||
1000004964|13|13|13|13|13|17|13|17|13|17|
1000004965|11|7|11|7|11|6|11|6|11|7|
1000004966|13|8|||||||||
1000004967|13|13|13|11|13|13|13|13|13|14|
1000004968|13|8|13|8|13|9|13|10|13|10|
1000004969|13|12|13|11|13|13|13|11|||
1000004970|||13|6|13|6|13|7|13|7|
1000004971|13|8|13|8|12|10|12|10|13|11|
1000004972|13|14|13|14|13|14|13|17|13|16|
1000004973|||||||||12|7|
1000004974|||15|9|13|9|13|15|13|13|
1000004975|13|11|13|12|13|14|13|14|13|11|
1000004976|||13|13|13|17|||||
1000004977|13|7|13|10|13|13|13|17|||
1000004978|13|9|12|10|12|10|12|10|12|13|
1000004979|13|9|13|8|13|7|13|7|13|7|
1000004980|13|9|13|8|13|8|13|7|13|7|
1000004981|||||||13|10|13|9|
1000004982|||15|7|13|9|13|9|13|9|
1000004983|||12|7|12|9|12|13|12|14|
1000004984|13|12|13|11|13|11|13|17|||
1000004985|13|13|13|17|||||||
1000004986|11|5|11|4|11|3|11|3|11|3|
1000004987|13|7|13|6|||||13|5|
1000004988|||||13|8|13|9|||
1000004989|||13|9|13|10|13|10|13|10|
1000004990|||13|8|13|8|||||
1000004991|15|8|13|10|13|11|13|10|13|11|
1000004992|13|10|13|13|13|14|13|13|13|12|
1000004993|15|7|15|6|13|6|13|5|13|6|
1000004994|13|7|13|7|13|6|13|6|13|6|
1000004995|||12|5|11|8|11|17|||
1000004996|13|9|13|8|13|9|13|10|12|13|
1000004997|13|7|13|7|13|11|13|12|||
1000004998|||||13|8|13|9|13|10|
1000004999|13|8|13|9|13|7|13|6|13|7|
1000005000|13|13|13|12|13|10|13|10|||
1000005001|15|7|13|7|13|7|13|7|13|7|
1000005002|||13|10|||||12|11|
1000005003|||13|9|||||||
1000005004|||||||13|7|13|7|
1000005005|||13|11|13|11|13|12|13|12|
1000005006|13|8|13|8|13|7|13|8|13|16|
1000005007|12|14|12|14|||||||
1000005008|12|14|12|14|12|14|12|14|12|14|
1000005009|||||||||12|12|
1000005010|12|7|12|8|12|8|12|9|12|7|
1000005011|||13|9|13|11|13|12|||
1000005012|13|8|13|7|||||||
1000005013|||13|17|||||||
1000005014|||||||||13|13|
1000005015|13|8|13|9|13|8|13|10|13|8|
1000005016|13|14|||||||||
1000005017|||||||||13|6|
1000005018|13|13|||||||||
1000005019|12|7|12|7|12|10|12|12|13|14|
1000005020|13|8|12|8|12|8|12|10|12|13|
1000005021|||||||13|8|||
1000005022|13|17|||||||||
1000005023|||||13|13|13|9|13|9|
1000005024|||||||||12|13|
1000005025|15|6|15|6|13|6|13|5|||
1000005026|||||13|7|13|9|13|7|
1000005027|||13|10|13|11|||||
1000005028|||||15|8|15|8|13|11|
1000005029|||13|11|15|9|13|8|13|11|
1000005030|||||||13|4|13|6|
1000005031|13|12|13|12|13|11|13|13|13|13|
1000005032|15|8|15|9|15|8|||13|8|
1000005033|||||||13|11|13|10|
1000005034|||||||||13|9|
1000005035|13|12|15|10|13|14|13|15|13|15|
1000005036|13|8|13|7|13|7|13|7|13|7|
1000005037|13|7|13|17|||||||
1000005038|12|14|13|14|||||||
1000005039|12|14|||||||||
1000005040|13|12|13|13|13|13|||||
1000005041|||||||||12|9|
1000005042|15|11|13|13|13|14|13|14|||
1000005043|||||||13|9|13|9|
1000005044|13|6|13|13|13|8|||||
1000005045|||||||13|9|13|10|
1000005046|||15|7|15|7|13|8|13|8|
1000005047|||12|6|12|10|12|7|12|8|
1000005048|||||||||12|6|
1000005049|13|9|13|12|13|9|12|13|12|11|
1000005050|||13|13|||||||
1000005051|15|7|13|6|||||||
1000005052|11|5|11|6|11|6|11|6|11|6|
1000005053|15|7|13|8|13|9|13|10|||
1000005054|13|10|13|10|12|9|12|10|12|9|
1000005055|||13|8|13|10|13|11|||
1000005056|15|9|13|15|||||||
1000005057|11|6|11|5|11|4|11|4|11|4|
1000005058|15|6|13|7|13|8|13|9|13|9|
1000005059|||||13|8|||||
1000005060|13|7|12|7|12|7|12|11|12|7|
1000005061|||15|8|13|6|13|7|13|9|
1000005062|13|9|13|11|12|8|12|10|12|8|
1000005063|||||||13|13|13|13|
1000005064|13|9|||||||||
1000005065|||15|11|13|12|13|14|13|17|
1000005066|13|9|||||||||
1000005067|||||13|15|||||
1000005068|15|8|15|9|13|10|13|10|13|9|
1000005069|13|17|||||||||
1000005070|15|9|15|9|15|7|15|7|13|7|
1000005071|||13|13|13|13|13|13|13|13|
1000005072|13|12|13|12|13|12|13|12|13|9|
1000005073|12|13|12|15|||||||
1000005074|13|8|13|10|||||||
1000005075|13|9|13|10|12|9|12|12|12|12|
1000005076|13|9|13|9|||||||
1000005077|13|9|13|9|13|9|13|9|13|9|
1000005078|13|9|13|9|13|9|13|8|13|8|
1000005079|||||||||||
1000005080|13|13|13|17|||||||
1000005081|||||13|12|13|17|||
1000005082|13|9|||||||||
1000005083|13|10|||||||||
1000005084|13|9|13|9|||||||
1000005085|15|10|15|9|15|9|13|14|||
1000005086|12|12|12|11|||||||
1000005087|12|5|11|4|11|4|11|5|11|5|
1000005088|||15|7|15|8|13|8|||
1000005089|||||13|13|13|15|13|17|
1000005090|||||12|11|12|13|12|13|
1000005091|||15|8|15|8|15|8|13|9|
1000005092|||13|8|13|9|13|8|13|17|
1000005093|15|8|13|14|13|14|13|14|||
1000005094|||||||||13|9|
1000005095|13|17|||||||||
1000005096|13|14|13|13|13|12|||||
1000005097|13|7|13|9|||||||
1000005098|15|6|13|13|15|8|13|9|13|13|
1000005099|||||||13|7|13|8|
1000005100|13|10|13|13|||||||
1000005101|13|10|13|14|||||||
1000005102|13|6|13|6|13|6|13|6|13|8|
1000005103|12|14|12|15|12|14|12|15|12|16|
1000005104|13|12|13|12|13|17|||||
1000005105|||||13|10|13|12|13|14|
1000005106|||||||||13|7|
1000005107|12|17|||||||||
1000005108|||||13|8|13|11|13|9|
1000005109|13|8|12|7|12|7|12|9|12|8|
1000005110|13|8|13|8|13|8|13|6|||
1000005111|13|11|13|10|13|11|||||
1000005112|13|14|13|13|||||11|13|
1000005113|||||||13|16|13|16|
1000005114|13|13|13|8|13|9|13|17|||
1000005115|13|14|||||||||
1000005116|12|13|||||||||
1000005117|12|9|12|9|12|12|||||
1000005118|13|6|15|7|15|6|13|7|13|5|
1000005119|13|8|13|14|13|12|13|11|13|12|
1000005120|||||||||12|13|
1000005121|11|3|11|4|11|4|||||
1000005122|15|8|15|8|13|8|13|10|13|9|
1000005123|||||||13|10|13|10|
1000005124|13|7|||||||||
1000005125|15|8|15|8|13|13|13|11|13|11|
1000005126|13|9|13|9|13|9|13|9|13|9|
1000005127|||||||||12|12|
1000005128|13|13|13|11|13|12|||13|11|
1000005129|11|7|11|5|11|5|11|5|11|4|
1000005130|13|16|||||||||
1000005131|15|7|15|9|15|10|13|9|13|9|
1000005132|||13|10|13|11|13|11|||
1000005133|13|11|13|10|13|11|13|13|13|17|
1000005134|15|10|15|9|13|13|13|14|13|14|
1000005135|13|10|15|8|15|10|15|10|13|11|
1000005136|13|8|13|8|13|7|||||
1000005137|||||13|12|12|11|12|11|
1000005138|15|7|15|6|13|9|13|12|13|12|
1000005139|15|9|13|13|13|13|13|14|13|13|
1000005140|15|8|13|9|13|11|13|9|13|11|
1000005141|||||15|9|13|9|13|7|
1000005142|12|9|||||||||
1000005143|||||13|10|||||
1000005144|13|8|13|11|||||||
1000005145|||||||||13|6|
1000005146|||12|4|12|4|||||
1000005147|||12|14|13|14|13|14|||
1000005148|||||||||13|9|
1000005149|||||15|9|13|14|13|13|
1000005150|||||||13|12|13|13|
1000005151|13|9|13|10|13|9|13|9|13|9|
1000005152|13|8|13|10|13|9|||||
1000005153|||||13|10|13|11|||
1000005154|13|8|13|13|13|13|13|13|13|17|
1000005155|||15|8|13|11|13|11|13|10|
1000005156|13|16|13|17|||||||
1000005157|13|11|13|11|13|12|||||
1000005158|12|14|12|12|12|13|||||
1000005159|15|8|15|8|13|13|13|14|13|14|
1000005160|||||||||||
1000005161|||||12|10|12|10|12|10|
1000005162|||||13|10|13|9|13|10|
1000005163|12|4|12|3|12|3|12|3|||
1000005164|13|13|12|6|12|8|12|9|12|14|
1000005165|12|8|||||||||
1000005166|13|7|13|6|13|7|13|8|13|7|
1000005167|12|9|12|10|12|13|12|14|12|14|
1000005168|||15|7|15|9|13|13|13|17|
1000005169|13|14|13|14|13|15|13|17|||
1000005170|||15|7|13|7|||||
1000005171|12|12|12|5|12|6|12|7|||
1000005172|||||15|8|13|9|13|9|
1000005173|||||13|6|13|7|13|7|
1000005174|||13|12|||12|15|12|14|
1000005175|15|15|13|15|13|15|13|17|||
1000005176|||||||||13|7|
1000005177|15|9|13|9|||||||
1000005178|13|9|13|8|13|7|13|9|13|8|
1000005179|15|5|15|5|13|6|13|6|||
1000005180|13|9|13|9|13|13|13|12|13|12|
1000005181|||||||13|13|13|14|
1000005182|13|10|13|13|13|17|||||
1000005183|||13|11|13|10|13|11|13|11|
1000005184|13|9|13|8|13|6|13|6|13|8|
1000005185|13|10|13|9|13|9|||||
1000005186|||13|13|13|12|13|17|||
1000005187|||||||13|11|13|10|
1000005188|||||||13|12|13|13|
1000005189|15|6|13|6|13|6|13|8|13|9|
1000005190|13|14|||||||||
1000005191|13|12|13|13|||||||
1000005192|11|14|11|14|||||||
1000005193|13|14|13|16|13|14|13|13|13|13|
1000005194|11|4|11|4|11|4|11|4|11|4|
1000005195|13|9|13|10|13|11|13|13|13|10|
1000005196|13|10|13|8|13|9|13|10|13|10|
1000005197|13|11|13|16|||||||
1000005198|15|8|15|7|13|9|13|9|13|10|
1000005199|||13|12|13|16|||||
1000005200|13|12|13|12|13|11|13|10|13|14|
1000005201|13|8|13|8|13|10|13|8|13|7|
1000005202|||||12|14|12|13|||
1000005203|||||||12|9|12|12|
1000005204|||||12|7|12|9|||
1000005205|||||||||13|10|
1000005206|||12|9|12|9|12|10|12|10|
1000005207|||15|7|13|10|13|10|||
1000005208|13|8|13|7|12|8|12|8|12|9|
1000005209|13|13|13|13|13|13|||||
1000005210|||||||11|4|11|4|
1000005211|13|11|13|13|13|11|13|17|||
1000005212|15|7|15|6|13|6|13|8|13|11|
1000005213|||||||15|7|13|8|
1000005214|13|11|13|12|13|13|13|12|13|12|
1000005215|||||||13|9|13|10|
1000005216|13|7|13|8|12|10|12|10|12|10|
1000005217|||||||13|8|12|6|
1000005218|||13|8|13|9|12|17|||
1000005219|13|8|||||||||
1000005220|||||||||11|3|
1000005221|||13|9|13|17|||||
1000005222|||||||13|8|13|8|
1000005223|15|6|15|6|13|7|||||
1000005224|||||||||13|12|
1000005225|13|9|13|8|13|8|13|7|13|6|
1000005226|15|9|13|10|13|8|13|10|13|17|
1000005227|12|14|13|16|||||||
1000005228|12|6|12|9|12|14|||||
1000005229|||||13|8|13|8|13|7|
1000005230|||13|9|||||||
1000005231|11|2|11|4|11|5|11|5|11|6|
1000005232|11|7|12|7|11|7|11|7|11|7|
1000005233|12|7|12|9|12|8|12|6|12|10|
1000005234|||||11|2|11|3|11|4|
1000005235|15|8|13|9|13|17|||||
1000005236|||||13|11|13|13|13|13|
1000005238|15|8|13|10|13|9|13|8|13|8|
1000005239|||15|9|13|17|||||
1000005240|15|6|15|6|13|7|13|9|||
1000005241|15|7|15|7|15|8|15|9|15|8|
1000005242|13|9|13|12|13|12|13|13|13|11|
1000005243|13|7|13|9|||||||
1000005244|11|11|12|10|||||||
1000005245|13|9|13|10|13|12|13|10|||
1000005246|13|8|||||||||
1000005247|12|14|12|16|||||||
1000005248|||||||||||
1000005249|12|11|12|9|12|11|12|13|12|14|
1000005250|||||12|5|12|8|||
1000005251|13|10|13|9|13|8|||||
1000005252|13|12|13|12|13|13|||||
1000005253|||12|7|12|7|12|7|12|8|
1000005254|13|8|13|9|12|12|||||
1000005255|13|12|13|13|13|12|13|12|13|13|
1000005256|||||||13|14|13|10|
1000005257|||||15|9|13|10|||
1000005258|13|13|||||||||
1000005259|11|5|||11|5|11|5|11|6|
1000005260|||||||||||
1000005261|||||||||13|10|
1000005262|13|14|13|17|||||||
1000005263|||13|5|12|4|12|8|12|4|
1000005264|12|14|12|14|12|14|||||
1000005265|13|13|13|13|||||||
1000005266|||15|6|13|6|12|10|12|11|
1000005267|13|9|13|9|13|9|13|9|||
1000005268|13|14|13|14|13|13|13|14|13|14|
1000005269|||||11|10|11|7|||
1000005270|||||||||13|10|
1000005271|11|10|11|11|11|9|11|9|11|9|
1000005273|11|2|11|3|11|3|11|4|11|3|
1000005274|13|8|13|13|13|11|||||
1000005275|15|7|15|9|13|10|||||
1000005276|||15|7|15|8|13|10|13|9|
1000005277|15|9|13|13|||||||
1000005278|15|7|13|8|13|9|12|10|12|10|
1000005279|||||13|7|||||
1000005280|||||||||13|7|
1000005281|13|8|13|7|13|10|13|9|13|8|
1000005282|||13|9|13|11|13|10|13|10|
1000005283|||11|6|11|7|11|8|11|8|
1000005284|12|15|12|14|12|14|12|14|12|14|
1000005285|15|10|13|13|13|13|||||
1000005286|15|10|15|9|15|9|13|10|13|12|
1000005287|12|14|||||||||
1000005288|13|10|||||||||
1000005289|||||15|10|15|12|13|13|
1000005290|13|7|13|7|||||||
1000005291|||||12|9|12|12|12|14|
1000005292|13|10|13|12|13|12|13|12|13|12|
1000005293|13|10|13|11|12|12|12|14|12|17|
1000005294|13|11|13|13|13|12|||||
1000005295|||13|6|13|9|||||
1000005296|13|9|||||||||
1000005297|||||12|7|12|13|11|14|
1000005298|||||||||||
1000005299|13|10|13|10|13|12|||||
1000005300|||12|5|||||||
1000005301|15|11|13|12|13|8|13|10|||
1000005302|13|6|12|5|12|6|12|6|12|7|
1000005303|13|10|13|10|13|10|13|13|13|8|
1000005304|15|7|13|11|13|11|13|11|13|11|
1000005305|||||||||||
1000005306|13|12|13|17|||||||
1000005307|13|9|||||||13|10|
1000005308|||||||||13|12|
1000005309|||||13|17|13|17|||
1000005310|||||||||12|5|
1000005311|15|10|15|9|15|10|13|13|13|13|
1000005312|13|9|13|9|||||||
1000005313|13|12|13|11|13|11|13|11|13|11|
1000005314|15|8|13|11|13|13|13|17|||
1000005315|13|13|13|12|||||||
1000005316|13|13|13|10|12|7|12|10|12|13|
1000005317|13|13|13|15|||||||
1000005318|13|14|13|14|13|15|13|14|13|14|
1000005319|15|8|15|8|15|8|13|9|13|8|
1000005320|13|14|13|14|13|14|13|15|13|14|
1000005321|||||13|11|13|11|12|15|
1000005322|15|8|13|9|13|9|||||
1000005323|13|11|||||||||
1000005324|||||13|6|13|9|12|8|
1000005325|12|15|12|12|||||||
1000005326|||13|9|||||||
1000005327|||12|8|12|8|||||
1000005328|15|5|||||||13|5|
1000005329|||15|9|15|9|15|8|13|10|
1000005330|||||||15|8|13|11|
1000005331|15|9|13|7|13|10|13|12|13|12|
1000005332|||15|9|13|13|13|14|13|13|
1000005333|||15|8|13|8|13|9|13|15|
1000005334|13|9|13|8|13|8|13|7|13|8|
1000005335|||15|10|13|13|||||
1000005336|15|8|15|7|13|8|13|7|13|8|
1000005337|12|7|12|11|12|14|12|11|12|10|
1000005338|13|14|13|14|13|14|||||
1000005339|||||||13|8|13|8|
1000005340|||||||13|8|13|9|
1000005341|13|14|||12|15|12|15|12|15|
1000005342|||||||13|8|13|10|
1000005343|13|9|13|9|||||||
1000005344|13|17|||||||||
1000005345|||13|6|||||||
1000005346|||||13|5|13|5|13|8|
1000005347|||||||13|11|13|11|
1000005348|13|9|||||||||
1000005349|13|8|13|13|12|11|12|6|12|8|
1000005350|15|8|13|11|13|9|13|7|13|7|
1000005351|15|8|15|8|13|12|13|10|13|12|
1000005352|||12|16|||||||
1000005353|13|7|13|9|13|13|13|6|13|11|
1000005354|13|14|13|14|13|14|13|15|13|17|
1000005355|13|10|||||||||
1000005356|||13|9|13|8|13|10|||
1000005357|15|11|15|11|15|10|13|12|||
1000005358|13|12|13|13|13|12|13|10|13|10|
1000005359|||13|5|13|10|13|9|13|14|
1000005360|||||||||13|7|
1000005361|11|7|11|7|11|7|11|7|11|7|
1000005362|13|14|13|14|13|14|13|14|13|14|
1000005363|||||13|10|||||
1000005364|||13|8|13|8|13|8|||
1000005365|||||||||13|10|
1000005366|15|7|13|7|13|8|13|8|13|8|
1000005367|||13|9|13|12|13|11|13|9|
1000005368|12|17|||||||||
1000005369|||||||||13|14|
1000005370|15|10|15|8|13|7|13|7|13|7|
1000005371|||13|13|13|13|13|13|||
1000005372|12|14|12|14|12|15|12|14|12|15|
1000005373|13|10|13|10|13|10|13|8|13|8|
1000005374|||||||12|7|12|10|
1000005375|11|2|11|2|11|2|11|2|11|2|
1000005376|||13|8|13|9|||||
1000005377|||||||||13|8|
1000005378|12|7|11|6|11|4|11|6|11|10|
1000005379|13|8|13|13|||||||
1000005380|15|7|15|7|15|7|||13|7|
1000005381|13|9|13|8|13|6|13|7|13|7|
1000005382|||||||||11|7|
1000005383|12|7|11|9|11|10|||||
1000005384|||||||||15|9|
1000005385|13|9|13|9|13|8|13|9|13|8|
1000005386|15|9|13|13|13|13|13|11|13|11|
1000005387|13|10|13|13|13|13|13|13|13|11|
1000005388|13|13|13|12|13|17|||||
1000005389|13|12|13|9|13|9|13|10|13|10|
1000005390|||||12|4|||||
1000005391|||13|16|||||||
1000005392|||12|6|12|4|12|7|13|8|
1000005393|15|8|15|8|13|8|13|9|13|10|
1000005394|||||||13|10|13|9|
1000005395|||||||||12|4|
1000005396|||13|10|13|9|13|10|13|11|
1000005397|||||13|6|13|7|13|8|
1000005398|12|6|12|4|12|4|12|4|12|5|
1000005399|11|4|11|5|11|5|11|6|11|6|
1000005400|||||||||||
1000005401|||||||15|10|13|13|
1000005402|15|9|13|12|13|8|||||
1000005403|13|10|||13|8|13|10|13|10|
1000005404|15|9|13|14|13|14|||||
1000005405|15|10|15|10|13|13|13|13|||
1000005406|||13|9|13|13|||||
1000005407|11|13|11|10|11|12|11|13|12|14|
1000005408|15|11|15|11|15|11|13|14|13|14|
1000005409|12|6|12|14|12|14|12|13|12|10|
1000005410|13|11|13|13|13|15|13|17|||
1000005411|13|10|13|9|13|9|13|12|13|12|
1000005412|||12|15|12|15|12|16|12|16|
1000005413|13|8|||||||||
1000005414|15|7|13|9|13|11|||||
1000005415|13|9|15|7|13|9|13|10|13|8|
1000005416|13|7|13|7|13|7|13|10|13|9|
1000005417|||13|9|13|13|12|13|12|12|
1000005418|12|13|12|15|||||||
1000005419|13|8|13|8|13|8|13|9|12|10|
1000005420|15|11|15|9|15|11|15|12|13|18|
1000005421|||||||13|9|13|7|
1000005422|13|8|13|7|||||||
1000005423|||15|6|15|7|13|8|13|9|
1000005424|13|14|13|13|||||||
1000005425|15|8|13|12|13|17|||||
1000005426|13|13|13|13|||||||
1000005427|13|6|||||||||
1000005428|13|9|13|9|13|10|13|9|||
1000005429|13|9|||||||||
1000005430|||12|16|||||||
1000005431|||13|9|13|13|13|13|13|13|
1000005432|12|10|12|10|12|8|12|11|12|11|
1000005433|||||||||||
1000005434|||||13|16|||||
1000005435|13|14|13|14|||||||
1000005436|12|14|12|14|12|14|||||
1000005437|13|14|12|15|||||||
1000005438|12|8|||||||||
1000005439|||||||||13|7|
1000005440|||||||||12|13|
1000005441|13|6|||||||||
1000005442|13|12|13|13|13|13|13|11|13|9|
1000005443|12|13|12|13|12|17|||||
1000005444|||13|12|||||||
1000005445|13|13|13|12|13|12|||||
1000005446|||||13|8|13|9|13|10|
1000005447|||||||||13|12|
1000005448|15|8|13|14|13|14|||||
1000005449|15|11|13|13|12|12|12|13|12|13|
1000005450|||13|11|13|13|13|14|13|14|
1000005451|||13|11|13|12|15|9|13|13|
1000005452|13|9|||||||||
1000005453|13|11|13|10|||||||
1000005454|13|10|||||||||
1000005455|15|7|13|11|13|13|13|12|||
1000005456|13|8|13|10|13|10|13|9|13|10|
1000005457|13|9|13|8|13|8|13|9|13|9|
1000005458|13|11|13|8|13|10|13|9|13|9|
1000005459|13|14|||||||||
1000005460|||13|6|13|9|13|8|13|10|
1000005461|15|8|15|8|15|8|15|8|15|7|
1000005462|||||||||12|6|
1000005463|||15|9|13|9|13|11|13|13|
1000005464|13|17|||||||||
1000005465|12|13|||12|17|12|14|12|14|
1000005466|13|8|13|13|||||||
1000005467|||||13|13|13|10|13|10|
1000005468|13|8|13|9|13|10|13|10|13|9|
1000005469|15|8|13|10|13|12|13|14|12|12|
1000005470|15|9|13|14|12|12|12|12|12|12|
1000005471|12|15|12|15|12|17|||||
1000005472|15|10|13|13|13|13|||||
1000005473|||||||||||
1000005474|15|10|15|9|13|14|13|14|13|13|
1000005475|13|14|||||||||
1000005476|||||||||12|17|
1000005477|||13|11|13|9|13|13|||
1000005478|13|8|13|8|13|8|13|7|13|6|
1000005479|13|7|13|8|13|6|||||
1000005480|||||13|15|||||
1000005481|15|8|13|11|13|11|13|12|13|11|
1000005482|||||||13|8|13|8|
1000005483|||||13|6|||13|10|
1000005484|12|9|12|11|12|11|12|13|12|13|
1000005485|||||13|11|||||
1000005486|12|12|12|14|12|10|12|13|12|13|
1000005487|||||||||13|7|
1000005488|||||||13|6|13|5|
1000005489|13|8|13|8|13|7|13|8|13|7|
1000005490|13|10|13|10|13|8|13|13|13|17|
1000005491|||13|9|13|9|13|11|||
1000005492|||13|13|||||||
1000005493|13|8|13|8|13|9|13|8|13|8|
1000005494|15|8|15|8|13|10|13|10|13|10|
#N/A
1000005495|13|17|||||||||
1000005496|||||||||13|14|
1000005497|13|7|13|8|13|9|12|9|12|9|
1000005498|||||||13|7|||
1000005499|||||||13|9|13|10|
1000005500|13|10|13|9|13|8|13|9|13|11|
1000005501|||13|7|13|12|13|12|||
1000005502|||||||12|5|12|4|
1000005503|||15|7|15|8|15|9|13|10|
1000005504|||||||12|3|12|4|
1000005505|||15|8|13|9|13|17|||
1000005506|||15|9|13|11|||||
1000005507|13|11|13|10|13|10|||||
1000005508|15|9|13|9|13|8|13|12|13|10|
1000005509|12|11|||||||||
1000005510|13|6|13|7|13|7|13|7|13|6|
1000005511|||||||12|15|12|16|
1000005512|||||13|9|13|9|13|8|
1000005513|15|8|15|8|13|7|13|8|||
1000005514|||13|7|13|7|13|5|13|6|
1000005515|12|9|12|13|12|14|12|14|||
1000005516|||||||||13|10|
